Name,Rating,Profile,Address,Reviews,Salary,Jobs,Benefits,Photos
Bajaj Allianz General Insurance,3.7,Insurance,Pune +265 other locations,2.9k,9k,296,235,2
CMS IT Services,3.0,IT Services & Consulting,Mumbai +151 other locations,2.9k,9.5k,74,193,3
Mankind Pharma,3.8,Pharma,New Delhi +229 other locations,2.8k,9k,18,245,14
Societe Generale Global Solution Centre,3.7,IT Services & Consulting,Bangalore / Bengaluru +24 other locations,2.8k,21.9k,98,292,--
Square Yards,3.7,Internet,Gurgaon / Gurugram +48 other locations,2.8k,9k,46,232,35
Zensar Technologies,3.7,IT Services & Consulting,Pune +29 other locations,2.8k,25.2k,303,243,24
Afcons Infrastructure,4.2,Engineering & Construction,Mumbai +114 other locations,2.8k,8.3k,34,309,14
MSN Laboratories,3.6,Pharma,Hyderabad / Secunderabad +96 other locations,2.8k,9k,37,155,7
ACC,3.9,Building Material,Mumbai +258 other locations,2.8k,9k,19,270,5
Torrent Pharmaceuticals,3.9,Pharma,Ahmedabad +120 other locations,2.8k,10.1k,32,310,3
Blinkit,3.8,Internet,Gurgaon / Gurugram +122 other locations,2.8k,11k,--,202,23
Quest Global,3.5,IT Services & Consulting,Bangalore / Bengaluru +45 other locations,2.8k,20.1k,186,189,11
UnitedHealth,4.0,Healthcare,Hyderabad / Secunderabad +17 other locations,2.7k,14.8k,--,432,--
HDFC Sales,3.9,Financial Services,Mumbai +327 other locations,2.7k,7.9k,50,190,--
Nokia,4.0,Telecom,Bangalore / Bengaluru +164 other locations,2.7k,15.6k,182,537,15
I Process Services,3.8,Mumbai +385 other locations,,2.7k,5.3k,--,127,1
Shoppers Stop,4.0,Retail,Mumbai +82 other locations,2.7k,6.9k,9,320,9
Jindal Stainless,4.2,Iron & Steel,Jajpur +74 other locations,2.7k,10.9k,18,185,12
Fujitsu,3.8,IT Services & Consulting,Pune +39 other locations,2.7k,16.8k,159,190,19
Whitehat jr,3.4,EdTech,Mumbai +48 other locations,2.7k,9.7k,--,944,3
Fiserv,2.8,FinTech,Pune +32 other locations,2.7k,17.5k,96,311,11
Apollo Tyres,4.0,Auto Components,Chennai +174 other locations,2.7k,9.5k,1,320,7
Suzlon Group,4.0,Power,Pune +130 other locations,2.7k,7.4k,26,321,5
DS Group,4.0,FMCG,Noida +268 other locations,2.7k,7.2k,41,207,7
Eternal Limited,3.6,Internet,Gurgaon / Gurugram +213 other locations,2.6k,13.7k,5,218,12
IDFC FIRST Bharat,4.3,Financial Services,Chennai +378 other locations,2.6k,5k,--,69,2
Tata Elxsi,3.6,IT Services & Consulting,Bangalore / Bengaluru +29 other locations,2.6k,21.3k,50,202,8
IKS Health,3.5,Healthcare,Mumbai +27 other locations,2.6k,10.6k,11,225,--
Yazaki,3.9,Auto Components,Pune +87 other locations,2.6k,8.5k,7,253,2
Indus Towers,3.6,Hardware & Networking,Gurgaon / Gurugram +215 other locations,2.6k,8.5k,27,202,11
Flex,3.9,Electronics Manufacturing,Chennai +45 other locations,2.6k,15.9k,56,439,14
Capita,3.5,IT Services & Consulting,Pune +31 other locations,2.6k,13.1k,48,330,3
VVDN Technologies,3.6,IT Services & Consulting,Gurgaon / Gurugram +43 other locations,2.6k,12.8k,7,127,12
Landmark Group,3.9,Retail,Bangalore / Bengaluru +162 other locations,2.6k,8.8k,16,267,9
Shree Cement,3.8,Building Material,Beawar +240 other locations,2.5k,9.4k,--,213,15
Blue Dart Express Ltd,3.9,Logistics,Mumbai +265 other locations,2.5k,6.6k,6,233,9
ElasticRun,3.6,Logistics,Pune +379 other locations,2.5k,6.1k,7,224,45
Shell,3.9,Oil & Gas,Bangalore / Bengaluru +89 other locations,2.5k,13.4k,33,257,8
Britannia,4.0,FMCG,Bangalore / Bengaluru +279 other locations,2.5k,7.8k,--,248,8
Nestle,3.8,FMCG,Gurgaon / Gurugram +266 other locations,2.5k,9.5k,21,319,19
ESAF Small Finance Bank,3.6,Banking,Thrissur +409 other locations,2.5k,7.1k,33,104,14
Sahrudaya Healthcare (Medicover Hospitals),4.5,Healthcare,Hyderabad / Secunderabad +43 other locations,2.5k,3.3k,26,36,4
Exide Industries,3.4,Auto Components,Kolkata +196 other locations,2.5k,8.2k,77,242,5
KPMG Global Services,3.5,Management Consulting,Bangalore / Bengaluru +36 other locations,2.5k,22.3k,--,5,--
SRF,4.1,Chemicals,Bharuch +67 other locations,2.5k,8.4k,18,250,5
Dalmia Bharat Cement,3.9,Building Material,Guwahati +241 other locations,2.5k,8.2k,--,236,15
TVS Supply Chain Solutions,3.8,Logistics,Chennai +147 other locations,2.5k,8.3k,16,190,21
G4S,4.0,Law Enforcement & Security,Gurgaon / Gurugram +152 other locations,2.5k,4.9k,335,235,15
Ola Electric Mobility,3.3,Automobile,Bangalore / Bengaluru +372 other locations,2.5k,8.6k,--,76,22
GATI-KWE,3.9,Logistics,Hyderabad / Secunderabad +160 other locations,2.5k,4.9k,4,289,11
Micro Labs,3.6,Pharma,Bangalore / Bengaluru +142 other locations,2.5k,9.6k,14,205,2
KFintech,3.4,FinTech,Hyderabad / Secunderabad +109 other locations,2.4k,10.9k,6,47,2
BlackBuck,3.7,Internet,Bangalore / Bengaluru +355 other locations,2.4k,6.2k,12,245,13
Kansai Nerolac Paints,3.8,Chemicals,Mumbai +235 other locations,2.4k,7.5k,84,189,6
ZS,3.2,Management Consulting,Pune +16 other locations,2.4k,18.8k,200,261,18
Domino's Pizza,3.9,New Delhi +238 other locations,,2.4k,4k,--,392,14
Bajaj Electricals,4.0,Consumer Electronics & Appliances,Mumbai +225 other locations,2.4k,7.5k,10,289,6
Statestreet HCL Services,3.4,BPO,Chennai +17 other locations,2.4k,14.5k,--,201,--
Voltas,4.0,Consumer Electronics & Appliances,Mumbai +193 other locations,2.4k,8.3k,24,258,1
Sterlite Technologies,3.8,Hardware & Networking,Aurangabad +96 other locations,2.4k,9.9k,110,208,10
Sammaan Capital Limited,3.8,NBFC,Gurgaon / Gurugram +198 other locations,2.4k,6k,10,118,2
Sagility,3.9,BPO,Bangalore / Bengaluru +26 other locations,2.4k,9.9k,50,35,84
Sonalika Tractors,3.6,Automobile,Hoshiarpur +183 other locations,2.4k,8.5k,--,173,4
Bharat Financial Inclusion,3.9,NBFC,Hyderabad / Secunderabad +452 other locations,2.4k,4.7k,2,174,20
Paras Hospital,4.1,Healthcare,Patna +61 other locations,2.4k,3k,40,125,43
ACT Fibernet,3.9,Hardware & Networking,Hyderabad / Secunderabad +54 other locations,2.4k,7.5k,20,255,16
NoBroker,3.0,Real Estate,Bangalore / Bengaluru +47 other locations,2.4k,10.1k,250,351,25
Fortis Healthcare,4.0,Healthcare,New Delhi +66 other locations,2.4k,7.2k,88,138,2
Alldigi Tech,4.0,BPO,Chennai +35 other locations,2.4k,7.3k,21,112,33
suzuki motor gujarat,4.2,Automobile,Ahmedabad +113 other locations,2.4k,7.8k,19,186,2
Movate,3.2,IT Services & Consulting,Chennai +36 other locations,2.4k,14.5k,74,2,24
Ajanta Pharma,3.9,Pharma,Mumbai +115 other locations,2.4k,8.7k,21,214,9
Care Health Insurance,3.5,Internet,Gurgaon / Gurugram +235 other locations,2.4k,8.3k,31,166,2
Blue Star,4.1,Consumer Electronics & Appliances,Mumbai +142 other locations,2.4k,9.5k,127,239,18
Star Health & Allied Insurance,3.5,Insurance,Chennai +311 other locations,2.3k,9.4k,18,163,9
Tractors and Farm Equipment,4.0,Industrial Machinery,Chennai +184 other locations,2.3k,8.2k,15,274,7
Patanjali Ayurved,3.9,FMCG,Haridwar +297 other locations,2.3k,6k,--,248,3
McDonald's,3.9,Hospitality,New Delhi +145 other locations,2.3k,4.9k,1,410,2
Foundever,3.5,BPO,Hyderabad / Secunderabad +23 other locations,2.3k,8.2k,75,199,13
BT Group,3.8,Telecom,Gurgaon / Gurugram +23 other locations,2.3k,11k,12,264,22
DBS Bank,3.8,Banking,Hyderabad / Secunderabad +167 other locations,2.3k,12.5k,264,192,11
Himalaya Wellness,4.1,Pharma,Bangalore / Bengaluru +225 other locations,2.3k,6.2k,14,255,7
V-Mart,4.1,Retail,Gurgaon / Gurugram +276 other locations,2.3k,4.2k,13,210,15
Gallagher,3.7,Insurance,Bangalore / Bengaluru +27 other locations,2.3k,13k,125,120,1
Capgemini Engineering,3.4,IT Services & Consulting,Bangalore / Bengaluru +27 other locations,2.3k,15.2k,97,139,3
Axis Direct,3.6,Financial Services,Mumbai +266 other locations,2.3k,4.9k,45,226,--
Adani Power,3.8,Power,Mundra +119 other locations,2.3k,9.1k,--,161,9
KocharTech,3.8,IT Services & Consulting,Kolkata +26 other locations,2.3k,3.7k,50,582,6
Parle Agro,3.9,Beverage,Mumbai +239 other locations,2.3k,6.6k,2,211,--
Parle Agro,3.9,Beverage,Mumbai +239 other locations,2.3k,6.6k,2,211,--
Planet Spark,3.9,EdTech,Gurgaon / Gurugram +61 other locations,2.3k,3.1k,69,191,1
IntouchCX,2.8,BPO,Hyderabad / Secunderabad +21 other locations,2.3k,9.2k,177,145,17
ICICI Securities,3.9,Financial Services,Mumbai +143 other locations,2.3k,9.2k,55,184,4
Intellect Design Arena,3.7,Software Product,Chennai +39 other locations,2.3k,13k,41,118,8
Taj Hotels Resorts and Palaces,4.2,Hospitality,Mumbai +104 other locations,2.3k,4.6k,49,177,5
Datamatics Global Services,3.4,IT Services & Consulting,Mumbai +34 other locations,2.2k,11.6k,57,183,5
Exl India,3.5,Logistics,New Delhi +42 other locations,2.2k,13.5k,--,163,1
Biocon Limited,4.0,Biotechnology,Bangalore / Bengaluru +64 other locations,2.2k,11.6k,17,2,1
Info Edge,3.9,Internet,Noida +69 other locations,2.2k,10.7k,434,296,18
Mahindra Rural Housing Finance,4.0,NBFC,Mumbai +447 other locations,2.2k,4.8k,20,180,3
Cybage,3.7,IT Services & Consulting,Pune +14 other locations,2.2k,17.2k,40,268,4
Canara HSBC Life Insurance,3.6,Insurance,Gurgaon / Gurugram +300 other locations,2.2k,6.3k,10,168,6
Emcure Pharmaceuticals,3.7,Pharma,Pune +112 other locations,2.2k,8.2k,45,233,13
Cholamandalam MS General Insurance,3.7,Insurance,Chennai +373 other locations,2.2k,5.8k,--,166,4
3i Infotech,3.4,IT Services & Consulting,Mumbai +120 other locations,2.2k,10.7k,24,149,1
Aditya Birla Group,4.1,Metals & Mining,Mumbai +251 other locations,2.2k,9.7k,3,247,15
Lifestyle,4.3,Retail,Bangalore / Bengaluru +128 other locations,2.2k,6.7k,13,278,9
Tata Advanced Systems,3.7,Defence & Aerospace,Bangalore / Bengaluru +49 other locations,2.2k,11.9k,4,132,6
Delhi Public School,3.9,Education & Training,New Delhi +265 other locations,2.2k,5.2k,167,258,7
Mahindra Holidays & Resorts,3.5,Hospitality,Mumbai +108 other locations,2.2k,5.9k,60,202,16
Akums Drugs & Pharmaceuticals Limited,4.3,Pharma,Haridwar +35 other locations,2.2k,6k,16,147,22
Photon Interactive,4.1,IT Services & Consulting,Chennai +14 other locations,2.2k,7k,1.3k,123,--
Niva Bupa Health Insurance Company,3.5,Insurance,New Delhi +248 other locations,2.2k,7.9k,26,119,4
Syngene International,3.9,Clinical Research,Bangalore / Bengaluru +20 other locations,2.2k,12.2k,73,217,16
Xoriant,4.1,IT Services & Consulting,Pune +23 other locations,2.2k,11.3k,54,413,48
Hero FinCorp,4.0,NBFC,New Delhi +374 other locations,2.2k,5.4k,31,129,2
Bureau Veritas,3.8,Analytics & KPO,Mumbai +134 other locations,2.1k,7.8k,18,176,12
Eureka Forbes,3.6,Consumer Electronics & Appliances,Mumbai +179 other locations,2.1k,5.3k,18,227,4
Unacademy,2.9,EdTech,Bangalore / Bengaluru +69 other locations,2.1k,10.2k,18,153,41
Laurus Labs,4.3,Pharma,Visakhapatnam +30 other locations,2.1k,7k,2,206,10
Cadila Pharmaceuticals,3.4,Pharma,Ahmedabad +128 other locations,2.1k,7.6k,63,167,13
Zepto,3.5,Internet,Bangalore / Bengaluru +88 other locations,2.1k,7.6k,23,28,9
Physicswallah,3.6,EdTech,Noida +112 other locations,2.1k,7.2k,29,20,9
Aditya Birla Capital,3.8,Financial Services,Mumbai +267 other locations,2.1k,8.9k,--,163,29
Lava International,4.0,Consumer Electronics & Appliances,Noida +219 other locations,2.1k,4.2k,2,302,3
Adani Group,3.8,Power,Ahmedabad +173 other locations,2.1k,10.1k,113,101,8
Huawei Technologies,4.0,Telecom,Bangalore / Bengaluru +105 other locations,2.1k,8.2k,4,288,1
Straive,3.3,IT Services & Consulting,Chennai +28 other locations,2.1k,9.5k,66,122,15
Myntra,3.9,Internet,Bangalore / Bengaluru +101 other locations,2.1k,9.9k,42,305,19
Sopra Steria,3.8,IT Services & Consulting,Noida +18 other locations,2.1k,13.7k,193,240,6
Sobha,3.8,Real Estate,Bangalore / Bengaluru +38 other locations,2.1k,8.1k,53,219,9
Radisson Hotels,4.0,Hospitality,New Delhi +119 other locations,2.1k,5.1k,234,310,10
Kia India,4.0,Automobile,Anantapur +175 other locations,2.1k,7.9k,95,165,14
Nokia Networks,4.2,Hardware & Networking,Chennai +86 other locations,2.1k,10.5k,115,10,--
Aavas Financiers,3.9,Financial Services,Jaipur +277 other locations,2.1k,5.5k,47,136,7
Renault Nissan Technology & Business Centre India,3.8,Automobile,Chennai +17 other locations,2.1k,14k,85,210,--
GlaxoSmithKline Pharmaceuticals,4.1,Pharma,Bangalore / Bengaluru +206 other locations,2.1k,5.5k,34,112,1
Team Computers,3.7,IT Services & Consulting,New Delhi +100 other locations,2.1k,8.1k,176,115,1
RMSI,3.6,IT Services & Consulting,Hyderabad / Secunderabad +22 other locations,2.1k,8.3k,27,184,2
Cisco,4.1,Hardware & Networking,Bangalore / Bengaluru +44 other locations,2.1k,18.2k,138,223,15
Ola Cabs,3.3,Internet,Bangalore / Bengaluru +104 other locations,2k,9.2k,15,227,10
Simplex Infrastructures,3.4,Engineering & Construction,Kolkata +137 other locations,2k,4.7k,--,286,--
Endurance Technologies,3.9,Auto Components,Aurangabad +45 other locations,2k,7.6k,18,230,1
GVK Emergency Management and Research Institute,3.6,Non-Profit,Lucknow +200 other locations,2k,4.3k,15,176,6
Whirlpool,3.9,Consumer Electronics & Appliances,Pune +159 other locations,2k,7.8k,9,201,9
Apollo Pharmacy,3.7,Pharma,Hyderabad / Secunderabad +261 other locations,2k,6.3k,24,125,6
Indian Railways,4.2,Railways,Kolkata +233 other locations,2k,3.3k,--,158,17
Lodha Group,4.0,Real Estate,Mumbai +24 other locations,2k,8.3k,179,173,7
Panasonic Life Solutions India,4.0,Consumer Electronics & Appliances,Haridwar +155 other locations,2k,6.2k,17,105,6
Foxconn,3.8,Electronics Manufacturing,Chennai +54 other locations,2k,9.2k,14,182,3
Henry Harvin Education,3.7,EdTech,Noida +30 other locations,2k,840,43,63,2
TaskUs,3.1,BPO,Indore +33 other locations,2k,8.3k,397,116,10
SBI Securities,3.7,Financial Services,Mumbai +298 other locations,2k,6.5k,89,104,21
ValueLabs,3.6,IT Services & Consulting,Hyderabad / Secunderabad +18 other locations,2k,15.2k,78,266,11
Ambuja Cements,3.8,Building Material,Mumbai +239 other locations,2k,5.8k,1,211,6
TCE,3.8,Engineering & Construction,Mumbai +130 other locations,2k,8.8k,96,165,9
Adani Wilmar,4.1,FMCG,Ahmedabad +187 other locations,2k,6.4k,97,170,8
Shahi Exports,4.0,Fashion & Textile,Bangalore / Bengaluru +66 other locations,2k,6.6k,28,228,25
Bharti AXA Life Insurance,3.6,Insurance,Mumbai +237 other locations,2k,5.1k,105,170,10
Bank of Baroda,3.5,Banking,Mumbai +286 other locations,2k,6.6k,--,150,15
Star Union Dai-ichi Life Insurance,3.8,Insurance,Mumbai +295 other locations,2k,5.1k,35,95,7
Microsoft Corporation,3.8,Software Product,Bangalore / Bengaluru +46 other locations,2k,26.3k,--,196,7
BHEL,4.1,Electrical Equipment,Bangalore / Bengaluru +121 other locations,2k,5k,--,231,9
Life Insurance Corporation of India,4.4,Insurance,New Delhi +459 other locations,2k,4.3k,--,242,15
Sify Technologies,3.7,IT Services & Consulting,Chennai +124 other locations,2k,9.5k,35,152,4
State Street Syntel,3.7,Financial Services,Mumbai +21 other locations,2k,7.8k,--,281,--
Meesho,3.7,Internet,Bangalore / Bengaluru +120 other locations,2k,8.6k,160,295,12
SBI General Insurance,3.6,Insurance,Mumbai +269 other locations,2k,6.1k,48,132,6
Extramarks Education,3.4,EdTech,Noida +107 other locations,2k,7.6k,10,142,2
upGrad,3.5,EdTech,Bangalore / Bengaluru +48 other locations,2k,8.8k,26,125,18
Coromandel International,4.1,Agro Chemicals,Visakhapatnam +172 other locations,2k,7.2k,9,216,2
Allstate,3.7,Insurance,Pune +15 other locations,2k,11.7k,31,186,6
Force Motors,3.6,Automobile,Pune +99 other locations,2k,8k,1,152,5
Pfizer,3.9,Pharma,Visakhapatnam +124 other locations,2k,5.6k,52,276,6
Ninjacart,3.8,Internet,Bangalore / Bengaluru +109 other locations,2k,5.2k,13,137,23
CAMS,3.6,Financial Services,Chennai +105 other locations,2k,8.2k,24,50,6
Raymond Lifestyle Limited,4.1,Fashion & Textile,Mumbai +138 other locations,2k,6.5k,1,230,9
Tata Electronics,4.0,Semiconductors,Hosur +36 other locations,2k,9k,32,61,5
Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances,Neemrana +103 other locations,1.9k,7.3k,13,144,1
Renault-Nissan,4.2,Chennai +84 other locations,,1.9k,7.5k,--,268,9
Cargill,3.9,Food Processing,Bangalore / Bengaluru +110 other locations,1.9k,8k,358,148,7
Reliance Trends,4.1,Retail,Bangalore / Bengaluru +375 other locations,1.9k,4.1k,--,220,20
Spark Minda,3.9,Auto Components,Pune +69 other locations,1.9k,6.8k,8,36,18
BNP Paribas,3.7,Financial Services,Mumbai +25 other locations,1.9k,16.5k,1k,173,8
Bharat Petroleum,4.1,Oil & Gas,Mumbai +247 other locations,1.9k,6.5k,--,187,14
Future Generali India Life Insurance,3.5,Insurance,Mumbai +189 other locations,1.9k,6.7k,21,162,2
Mercedes-Benz Research and Development India,3.7,IT Services & Consulting,Bangalore / Bengaluru +47 other locations,1.9k,16.8k,91,195,7
Brakes India,3.8,Auto Components,Chennai +91 other locations,1.9k,6.9k,4,198,2
Delphi TVS,3.9,Auto Components,Chennai +53 other locations,1.9k,5.4k,1,192,--
HSBC Electronic Data Processing,4.1,Banking,Bangalore / Bengaluru +19 other locations,1.9k,8.7k,1,20,--
Poonawalla Fincorp,3.6,NBFC,Pune +259 other locations,1.9k,5.3k,13,129,--
Power Mech Projects,3.8,Engineering & Construction,Hyderabad / Secunderabad +143 other locations,1.9k,6.3k,3,158,4
Kotak Securities,3.6,Financial Services,Mumbai +136 other locations,1.9k,9.2k,20,153,3
FirstCry,3.6,Internet,Pune +195 other locations,1.9k,8.3k,9,79,6
SAP,4.2,Software Product,Bangalore / Bengaluru +53 other locations,1.9k,16.3k,152,284,12
Saint-Gobain,3.9,Engineering & Construction,Mumbai +97 other locations,1.9k,10.7k,58,243,9
ITC Hotels,4.1,Hospitality,Bangalore / Bengaluru +91 other locations,1.9k,5.1k,--,199,9
CitiusTech,3.2,IT Services & Consulting,Mumbai +16 other locations,1.9k,13.6k,123,163,14
YASH Technologies,3.7,IT Services & Consulting,Hyderabad / Secunderabad +28 other locations,1.9k,15.8k,815,172,34
Novartis,4.1,Pharma,Hyderabad / Secunderabad +75 other locations,1.9k,9.3k,301,226,22
Reliance General Insurance,3.6,Insurance,Mumbai +188 other locations,1.9k,6.9k,8,131,1
Nuvoco Vistas,4.1,Building Material,Kolkata +179 other locations,1.9k,6.5k,9,126,5
Morgan Stanley,3.6,Financial Services,Mumbai +18 other locations,1.8k,24.2k,6,151,8
GAO Tek,4.4,Electrical Equipment,New York +39 other locations,1.9k,241,--,26,1
SGS,3.8,Clinical Research,Mumbai +136 other locations,1.8k,6.1k,124,179,1
JK Tyres,3.6,Auto Components,Chennai +135 other locations,1.8k,6.6k,--,189,3
Infinite Computer Solutions,3.3,IT Services & Consulting,Bangalore / Bengaluru +35 other locations,1.8k,13.9k,239,104,19
Tata Motors Finance,4.1,NBFC,Mumbai +246 other locations,1.8k,4.5k,1,151,12
Jio Platforms,3.4,IT Services & Consulting,Mumbai +93 other locations,1.8k,12.5k,--,61,--
L&T Energy Hydrocarbon,3.8,Engineering & Construction,Vadodara +87 other locations,1.8k,8k,--,193,9
Google,4.4,Software Product,Bangalore / Bengaluru +84 other locations,1.8k,27.2k,621,131,17
AECOM,4.2,Engineering & Construction,Gurgaon / Gurugram +119 other locations,1.8k,6.6k,323,243,14
IDBI Bank,3.5,Banking,Mumbai +314 other locations,1.8k,6k,--,136,6
Senco Gold,4.4,Jewellery,Kolkata +75 other locations,1.8k,1.4k,4,35,6
EPAM Systems,3.7,IT Services & Consulting,Hyderabad / Secunderabad +32 other locations,1.8k,19.2k,137,132,7
Biological E,4.2,Pharma,Hyderabad / Secunderabad +62 other locations,1.8k,6.8k,41,221,--
Parle Products,3.9,FMCG,Mumbai +227 other locations,1.8k,3.7k,6,200,3
Newgen Software Technologies,3.8,IT Services & Consulting,Noida +30 other locations,1.8k,11k,9,147,8
Honeywell Automation,3.7,Industrial Automation,Pune +77 other locations,1.8k,11.4k,--,159,--
Crisil,3.5,Analytics & KPO,Mumbai +71 other locations,1.8k,12.6k,663,222,18
Paisabazaar.com,3.4,Internet,Gurgaon / Gurugram +34 other locations,1.8k,6.8k,50,98,25
Gabriel India Limited,4.1,Auto Components,Pune +46 other locations,1.8k,5.5k,--,249,--
Philips,3.8,Medical Equipment,Bangalore / Bengaluru +91 other locations,1.8k,10.4k,107,179,9
NCR Corporation,3.6,IT Services & Consulting,Hyderabad / Secunderabad +87 other locations,1.8k,9k,58,173,6
R.R. Donnelley,3.7,Marketing & Advertising,Chennai +25 other locations,1.8k,9.9k,18,243,1
Microland,3.4,IT Services & Consulting,Bangalore / Bengaluru +44 other locations,1.8k,10.5k,547,157,5
Stellar Migration,1.3,Dubai +7 other locations,,1.8k,--,--,8,1
Lucas-TVS,3.9,Auto Components,Chennai +74 other locations,1.8k,5.8k,3,212,5
Uflex,3.8,Packaging,Noida +45 other locations,1.8k,6.5k,80,117,9
Narayana Health,3.9,Healthcare,Bangalore / Bengaluru +63 other locations,1.8k,5.8k,97,143,--
Dr Lal PathLabs,4.1,Healthcare,New Delhi +190 other locations,1.8k,4.4k,93,192,3
Iris Software,3.8,IT Services & Consulting,Noida +24 other locations,1.8k,7.3k,395,245,10
Angel One,3.7,FinTech,Mumbai +128 other locations,1.8k,7.2k,37,153,4
KENT RO Systems,3.8,Consumer Electronics & Appliances,Noida +148 other locations,1.7k,4.5k,6,106,19
Motherson Automotive Technologies and Engineering,3.8,Auto Components,Chennai +63 other locations,1.7k,7.1k,14,151,1
Adecco Group,3.7,Recruitment,Bangalore / Bengaluru +167 other locations,1.7k,6.8k,6,137,--
Spinny,3.6,Internet,Gurgaon / Gurugram +60 other locations,1.7k,6.8k,28,101,--
Altruist Technologies,3.1,BPO,Bangalore / Bengaluru +41 other locations,1.7k,7.9k,12,83,6
Safexpress,3.9,Logistics,New Delhi +153 other locations,1.7k,5.5k,5,147,27
Future Retail,4.4,Retail,Mumbai +198 other locations,1.7k,4.1k,--,249,--
Globiva,3.1,BPO,Gurgaon / Gurugram +26 other locations,1.7k,4.9k,117,83,10
Thomson Reuters,4.0,Software Product,Bangalore / Bengaluru +26 other locations,1.7k,10.1k,61,226,--
